word,phonemes
PREGNANT,P R EH G N AH N T
TWICE,T W AY S
CLASSIFICATION,K L AE S AH F AH K EY SH AH N
PHYSICIAN,F AH Z IH SH AH N
HOLLYWOOD,HH AA L IY W UH D
WIKIPEDIA,W IH K IY P IY D IY AH
CELLULAR,S EH L Y AH L ER
NORWAY,N AO R W EY
VERMONT,V ER M AA N T
ASKING,AE S K IH NG
BLOCKS,B L AA K S
LO,L OW
SPIRITUAL,S P IH R IH CH UW AH L
HUNTING,HH AH N T IH NG
DIABETES,D AY AH B IY T IY Z
SUIT,S UW T
SHIFT,SH IH F T
CHIP,CH IH P
RES,R EY Z
SIT,S IH T
BODIES,B AA D IY Z
PHOTOGRAPHS,F OW T AH G R AE F S
CUTTING,K AH T IH NG
WOW,W AW
SIMON,S AY M AH N
WRITERS,R AY T ER Z
MARKS,M AA R K S
FLEXIBLE,F L EH K S AH B AH L
LOVED,L AH V D
MAPPING,M AE P IH NG
NUMEROUS,N UW M ER AH S
RELATIVELY,R EH L AH T IH V L IY
BIRDS,B ER D Z
CHAR,CH AA R
INDEXED,IH N D EH K S T
PITTSBURGH,P IH T S B ER G
SUPERIOR,S UW P IH R IY ER
SAVED,S EY V D
PAYING,P EY IH NG
CARTOON,K AA R T UW N
SHOTS,SH AA T S
CARBON,K AA R B AH N
SPENDING,S P EH N D IH NG
COMFORTABLE,K AH M F ER T AH B AH L
MAGNETIC,M AE G N EH T IH K
REGISTRY,R EH JH IH S T R IY
CRISIS,K R AY S AH S
OUTLOOK,AW T L UH K
MASSIVE,M AE S IH V
DENMARK,D EH N M AA R K
BRIGHT,B R AY T
TREAT,T R IY T
HEADER,HH EH D ER
POVERTY,P AA V ER T IY
FORMED,F AO R M D
ECHO,EH K OW
QUE,K Y UW
GRID,G R IH D
SHEETS,SH IY T S
PATRICK,P AE T R IH K
EXPERIMENTAL,IH K S P EH R IH M EH N T AH L
REVOLUTION,R EH V AH L UW SH AH N
CONSOLIDATION,K AH N S AA L AH D EY SH AH N
DISPLAYS,D IH S P L EY Z
PLASMA,P L AE Z M AH
ALLOWING,AH L AW IH NG
EARNINGS,ER N IH NG Z
MYSTERY,M IH S T ER IY
DEPENDENT,D IH P EH N D AH N T
MECHANICAL,M AH K AE N IH K AH L
JOURNEY,JH ER N IY
DELAWARE,D EH L AH W EH R
BIDDING,B IH D IH NG
CONSULTANTS,K AH N S AH L T AH N T S
RISKS,R IH S K S
BANNER,B AE N ER
APPLICANT,AE P L IH K AH N T
CHARTER,CH AA R T ER
FIG,F IH G
COUNTIES,K AW N T IY Z
ACQUISITION,AE K W AH Z IH SH AH N
PORTS,P AO R T S
RECOGNIZED,R EH K AH G N AY Z D
DREAMS,D R IY M Z
BLOGGER,B L AO G ER
NOTIFICATION,N OW T AH F AH K EY SH AH N
LICENSING,L AY S AH N S IH NG
STANDS,S T AE N D Z
TEACH,T IY CH
OCCURRED,AH K ER D
TEXTBOOKS,T EH K S T B UH K S
PULL,P UH L
HAIRY,HH EH R IY
CLEVELAND,K L IY V L AH N D
SEMINAR,S EH M AH N AA R
SPECIFY,S P EH S AH F AY
ACCESSIBILITY,AE K S EH S AH B IH L IH T IY
DUTCH,D AH CH
FORMATS,F AO R M AE T S
TAB,T AE B
DEPENDS,D IH P EH N D Z
BOOTS,B UW T S
HOLDS,HH OW L D Z
SI,S IY
POLAND,P OW L AH N D
FOLDER,F OW L D ER
COMPLETION,K AH M P L IY SH AH N
UPLOAD,AH P L OW D
PULSE,P AH L S
UNIVERSITIES,Y UW N AH V ER S AH T IY Z
TECHNIQUE,T EH K N IY K
CONTRACTORS,K AA N T R AE K T ER Z
VOTING,V OW T IH NG
COURTS,K AO R T S
NOTICES,N OW T IH S IH Z
SUBSCRIPTIONS,S AH B S K R IH P SH AH N Z
CALCULATE,K AE L K Y AH L EY T
ALEXANDER,AE L IH G Z AE N D ER
BROADCAST,B R AO D K AE S T
CONVERTED,K AH N V ER T IH D
METRO,M EH T R OW
TOSHIBA,T OW SH IY B AH
ANNIVERSARY,AE N AH V ER S ER IY
IMPROVEMENTS,IH M P R UW V M AH N T S
STRIP,S T R IH P
SPECIFICATION,S P EH S IH F IH K EY SH AH N
PEARL,P ER L
ACCIDENT,AE K S AH D AH N T
NICK,N IH K
ACCESSIBLE,AE K S EH S AH B AH L
ACCESSORY,AE K S EH S ER IY
RESIDENT,R EH Z IH D AH N T
PLOT,P L AA T
POSSIBLY,P AA S AH B L IY
AIRLINE,EH R L AY N
REPRESENTATION,R EH P R AH Z EH N T EY SH AH N
PUMP,P AH M P
EXISTS,IH G Z IH S T S
ARRANGEMENTS,ER EY N JH M AH N T S
SMOOTH,S M UW DH
STRIKE,S T R AY K
BIRMINGHAM,B ER M IH NG HH AE M
FLASHING,F L AE SH IH NG
AFTERNOON,AE F T ER N UW N
THREAT,TH R EH T
SITTING,S IH T IH NG
CONSULTANT,K AH N S AH L T AH N T
CONTROLLER,K AH N T R OW L ER
OWNERSHIP,OW N ER SH IH P
COMMITTEES,K AH M IH T IY Z
PENIS,P IY N IH S
LEGISLATIVE,L EH JH AH S L EY T IH V
RESEARCHERS,R IY S ER CH ER Z
