word,phonemes
LYRICS,L IH R IH K S
ARCHITECTURE,AA R K AH T EH K CH ER
COPE,K OW P
SUM,S AH M
LECTURE,L EH K CH ER
SPILL,S P IH L
UPSTAIRS,AH P S T EH R Z
TRADING,T R EY D IH NG
REVELATION,R EH V AH L EY SH AH N
INDICATOR,IH N D AH K EY T ER
COLLABORATION,K AH L AE B ER EY SH AH N
RHETORIC,R EH T ER IH K
TUNE,T UW N
SLAM,S L AE M
INEVITABLE,IH N EH V AH T AH B AH L
MONKEY,M AH NG K IY
JEANS,JH IY N Z
COMPANION,K AH M P AE N Y AH N
BOOST,B UW S T
PRACTICALLY,P R AE K T IH K AH L IY
ARRAY,ER EY
PERSUADE,P ER S W EY D
UNDERMINE,AH N D ER M AY N
YEP,Y EH P
RANCH,R AE N CH
SCOUT,S K AW T
MEDAL,M EH D AH L
ENDLESS,EH N D L AH S
SKI,S K IY
CONSERVATION,K AA N S ER V EY SH AH N
HABITAT,HH AE B AH T AE T
CONTRACTOR,K AA N T R AE K T ER
TRAILER,T R EY L ER
PITCHER,P IH CH ER
GOODBYE,G UH D B AY
BONUS,B OW N AH S
GENRE,ZH AA N R AH
CALLER,K AO L ER
HOOK,HH UH K
OMIT,OW M IH T
PIT,P IH T
BORING,B AO R IH NG
SUSPEND,S AH S P EH N D
CLOSED,K L OW Z D
BOMBING,B AA M IH NG
CONSULT,K AH N S AH L T
EXPERTISE,EH K S P ER T IY Z
CREATOR,K R IY EY T ER
PEACEFUL,P IY S F AH L
TABLET,T AE B L AH T
RULING,R UW L IH NG
WARMING,W AO R M IH NG
EQUITY,EH K W AH T IY
UTILIZE,Y UW T AH L AY Z
PINE,P AY N
BITTER,B IH T ER
AFFORDABLE,AH F AO R D AH B AH L
ARTISTIC,AA R T IH S T IH K
DOWNLOAD,D AW N L OW D
ACCURACY,AE K Y ER AH S IY
LITERACY,L IH T ER AH S IY
TREASURY,T R EH ZH ER IY
CROWN,K R AW N
IMPORTANTLY,IH M P AO R T AH N T L IY
BARE,B EH R
INVISIBLE,IH N V IH Z AH B AH L
SERGEANT,S AA R JH AH N T
REGULATORY,R EH G Y AH L AH T AO R IY
THUMB,TH AH M
COLONY,K AA L AH N IY
WALKING,W AO K IH NG
ACCESSIBLE,AE K S EH S AH B AH L
SPOUSE,S P AW S
EXCITEMENT,IH K S AY T M AH N T
RESIDENCE,R EH Z IH D AH N S
BOLD,B OW L D
GREEK,G R IY K
DOLL,D AA L
FUNCTIONAL,F AH NG K SH AH N AH L
PALACE,P AE L AH S
ECHO,EH K OW
ENDORSE,EH N D AO R S
LAWMAKER,L AO M EY K ER
DETERMINATION,D IH T ER M AH N EY SH AH N
FLASH,F L AE SH
SIMULTANEOUSLY,S AY M AH L T EY N IY AH S L IY
DYNAMICS,D AY N AE M IH K S
SHELL,SH EH L
HINT,HH IH N T
ADMINISTER,AH D M IH N IH S T ER
CHRISTIANITY,K R IH S CH IY AE N IH T IY
DISTRACT,D IH S T R AE K T
ALLEGED,AH L EH JH D
STATUTE,S T AE CH UW T
BIOLOGY,B AY AA L AH JH IY
FOLLOWER,F AA L OW ER
NASTY,N AE S T IY
EVIDENT,EH V AH D AH N T
CONFESS,K AH N F EH S
CONSENT,K AH N S EH N T
PUMP,P AH M P
BLOODY,B L AH D IY
OCCASIONAL,AO K EY ZH AH N AH L
TRUNK,T R AH NG K
PROHIBIT,P R OW HH IH B AH T
SUSTAINABLE,S AH S T EY N AH B AH L
BELLY,B EH L IY
BANKING,B AE NG K IH NG
JOURNALISM,JH ER N AH L IH Z AH M
OBSTACLE,AA B S T AH K AH L
RIDGE,R IH JH
HEAL,HH IY L
BASTARD,B AE S T ER D
CHEER,CH IH R
APOLOGY,AH P AA L AH JH IY
TUMOR,T UW M ER
ARCHITECT,AA R K AH T EH K T
WRIST,R IH S T
HARBOR,HH AA R B ER
HANDSOME,HH AE N S AH M
BULLSHIT,B UH L SH IH T
REALM,R EH L M
TWIST,T W IH S T
INSPECTOR,IH N S P EH K T ER
SURVEILLANCE,S ER V EY L AH N S
TRAUMA,T R AO M AH
REBUILD,R IY B IH L D
GROSS,G R OW S
DEADLINE,D EH D L AY N
CLASSICAL,K L AE S IH K AH L
CONVEY,K AH N V EY
COMPENSATION,K AA M P AH N S EY SH AH N
INSECT,IH N S EH K T
OUTPUT,AW T P UH T
PARLIAMENT,P AA R L AH M EH N T
SUITE,S W IY T
OPPOSED,AH P OW Z D
FOLD,F OW L D
SEPARATION,S EH P ER EY SH AH N
DEMON,D IY M AH N
EATING,IY T IH NG
STRUCTURAL,S T R AH K CH ER AH L
EQUALITY,IH K W AA L AH T IY
LOGICAL,L AA JH IH K AH L
PROBABILITY,P R AA B AH B IH L AH T IY
AWAIT,AH W EY T
GENEROUS,JH EH N ER AH S
ACQUISITION,AE K W AH Z IH SH AH N
CUSTODY,K AH S T AH D IY
COMPROMISE,K AA M P R AH M AY Z
GREET,G R IY T
TRASH,T R AE SH
JUDICIAL,JH UW D IH SH AH L
EARTHQUAKE,ER TH K W EY K
INSANE,IH N S EY N
REALISTIC,R IY AH L IH S T IH K
ASSEMBLE,AH S EH M B AH L
HORN,HH AO R N
PARAMETER,P ER AE M AH T ER
GRIP,G R IH P
MODIFY,M AA D AH F AY
SPONSOR,S P AA N S ER
MATHEMATICS,M AE TH AH M AE T IH K S
HALLWAY,HH AO L W EY
LIABILITY,L AY AH B IH L IH T IY
CRAWL,K R AO L
THEORETICAL,TH IY ER EH T IH K AH L
CONDEMN,K AH N D EH M
HOMELAND,HH OW M L AE N D
TECHNOLOGICAL,T EH K N AH L AA JH IH K AH L
EXAM,IH G Z AE M
ANCHOR,AE NG K ER
SPELL,S P EH L
CONSIDERING,K AH N S IH D ER IH NG
CONSCIOUS,K AA N SH AH S
VITAMIN,V AY T AH M AH N
KNOWN,N OW N
HOSTAGE,HH AA S T IH JH
ACTIVELY,AE K T IH V L IY
MILL,M IH L
TEENAGE,T IY N EY JH
PROCESSING,P R AA S EH S IH NG
ORAL,AO R AH L
CONVINCED,K AH N V IH N S T
PHOTOGRAPHY,F AH T AA G R AH F IY
COIN,K OY N
LAPTOP,L AE P T AA P
BOUNCE,B AW N S
AFFILIATION,AH F IH L IY EY SH AH N
PUNCH,P AH N CH
BURST,B ER S T
BEE,B IY
BLESSING,B L EH S IH NG
CONTINUOUS,K AH N T IH N Y UW AH S
LANDING,L AE N D IH NG
REPAIR,R IH P EH R
RITUAL,R IH CH UW AH L
BATH,B AE TH
SNEAK,S N IY K
MUD,M AH D
SCAN,S K AE N
REMINDER,R IY M AY N D ER
SLAVERY,S L EY V ER IY
SUPERVISOR,S UW P ER V AY Z ER
QUANTITY,K W AA N T AH T IY
OLYMPICS,OW L IH M P IH K S
PLEASANT,P L EH Z AH N T
SLOPE,S L OW P
SKIRT,S K ER T
OUTLET,AW T L EH T
CURTAIN,K ER T AH N
DECLARATION,D EH K L ER EY SH AH N
SEAL,S IY L
IMMUNE,IH M Y UW N
CALENDAR,K AE L AH N D ER
IDENTICAL,AY D EH N T IH K AH L
QUEST,K W EH S T
SPECIFY,S P EH S AH F AY
STUMBLE,S T AH M B AH L
CLAY,K L EY
NOON,N UW N
ELBOW,EH L B OW
OUTSTANDING,AW T S T AE N D IH NG
UH-HUH,AH HH AH
MANIPULATE,M AH N IH P Y AH L EY T
AIRPLANE,EH R P L EY N
PORTFOLIO,P AO R T F OW L IY OW
MYSTERIOUS,M IH S T IH R IY AH S
DELICIOUS,D IH L IH SH AH S
NORTHWEST,N AO R TH W EH S T
SWEAT,S W EH T
PROFOUND,P R OW F AW N D
TREASURE,T R EH ZH ER
LIGHTLY,L AY T L IY
RALLY,R AE L IY
DEFAULT,D IH F AO L T
ALONGSIDE,AH L AO NG S AY D
HUG,HH AH G
ISOLATE,AY S AH L EY T
LIMB,L IH M
OUTER,AW T ER
CHARTER,CH AA R T ER
SOUTHWEST,S AW TH W EH S T
ARENA,ER IY N AH
WITCH,W IH CH
UPCOMING,AH P K AH M IH NG
FORTY,F AO R T IY
SOMEDAY,S AH M D EY
UNITE,Y UW N AY T
COURTESY,K ER T AH S IY
STATUE,S T AE CH UW
FIST,F IH S T
CASTLE,K AE S AH L
SQUAD,S K W AA D
CRUISE,K R UW Z
LEGALLY,L IY G AH L IY
EMBASSY,EH M B AH S IY
PATIENCE,P EY SH AH N S
THEREBY,DH EH R B AY
BUSH,B UH SH
PURPLE,P ER P AH L
ELECTRICAL,IH L EH K T R IH K AH L
OUTFIT,AW T F IH T
CAGE,K EY JH
SHARK,SH AA R K
LOBBY,L AA B IY
SIDEWALK,S AY D W AO K
RUNNER,R AH N ER
ANKLE,AE NG K AH L
ATTRACTION,AH T R AE K SH AH N
ARTIFICIAL,AA R T AH F IH SH AH L
MERCY,M ER S IY
INDIGENOUS,IH N D IH JH AH N AH S
SLAP,S L AE P
DANCER,D AE N S ER
CANDLE,K AE N D AH L
SEXUALLY,S EH K SH UW AH L IY
NEEDLE,N IY D AH L
HIDDEN,HH IH D AH N
CHRONICLE,K R AA N IH K AH L
SUBURB,S AH B ER B
TOXIC,T AA K S IH K
UNDERLYING,AH N D ER L AY IH NG
SENSOR,S EH N S ER
DEPLOY,D IH P L OY
MAGNITUDE,M AE G N AH T UW D
SUSPICION,S AH S P IH SH AH N
COLONIAL,K AH L OW N IY AH L
ICON,AY K AA N
GRANDMA,G R AE N D M AA
INFO,IH N F OW
PARADE,P ER EY D
ARCHIVE,AA R K AY V
RAGE,R EY JH
OUTDOOR,AW T D AO R
ENDING,EH N D IH NG
LOOP,L UW P
ALTOGETHER,AO L T AH G EH DH ER
BURNING,B ER N IH NG
CRUSH,K R AH SH
PREMISE,P R EH M IH S
DEEM,D IY M
MECHANICAL,M AH K AE N IH K AH L
CREDIBILITY,K R EH D AH B IH L IH T IY
DRAIN,D R EY N
DRIFT,D R IH F T
LOYALTY,L OY AH L T IY
PROMISING,P R AA M AH S IH NG
TIDE,T AY D
GRIEF,G R IY F
METAPHOR,M EH T AH F AO R
SKULL,S K AH L
PURSUIT,P ER S UW T
THERAPIST,TH EH R AH P IH S T
BACKUP,B AE K AH P
WORKPLACE,W ER K P L EY S
INSTINCT,IH N S T IH NG K T
EXPORT,EH K S P AO R T
BLEED,B L IY D
SEVENTH,S EH V AH N TH
FIXED,F IH K S T
BROADCAST,B R AO D K AE S T
DISCLOSE,D IH S K L OW Z
EXECUTION,EH K S AH K Y UW SH AH N
PAL,P AE L
CHUCKLE,CH AH K AH L
CORRECTION,K ER EH K SH AH N
KINDA,K IH N D AH
TEAMMATE,T IY M EY T
ENTHUSIASM,IH N TH UW Z IY AE Z AH M
ALRIGHT,AO L R AY T
PANIC,P AE N IH K
PAD,P AE D
BID,B IH D
MILD,M AY L D
TUCK,T AH K
RAILROAD,R EY L R OW D
FROZEN,F R OW Z AH N
MINIMIZE,M IH N AH M AY Z
AMID,AH M IH D
INSPECTION,IH N S P EH K SH AH N
CAB,K AE B
NONSENSE,N AA N S EH N S
LEAP,L IY P
RIDER,R AY D ER
THEOLOGY,TH IY AA L AH JH IY
TERRIFIC,T ER IH F IH K
INVITATION,IH N V IH T EY SH AH N
LIAR,L AY ER
OVERSEE,OW V ER S IY
AWKWARD,AO K W ER D
REGISTRATION,R EH JH IH S T R EY SH AH N
SUBURBAN,S AH B ER B AH N
MOMENTUM,M OW M EH N T AH M
INSTANTLY,IH N S T AH N T L IY
CLERK,K L ER K
CHIN,CH IH N
HOCKEY,HH AA K IY
LASER,L EY Z ER
PROPOSITION,P R AA P AH Z IH SH AH N
ROB,R AA B
BEAM,B IY M
ANCESTOR,AE N S EH S T ER
CREATIVITY,K R IY EY T IH V AH T IY
VERSE,V ER S
CASUAL,K AE ZH AH W AH L
OBJECTION,AH B JH EH K SH AH N
CLEVER,K L EH V ER
SHOVE,SH AH V
REVOLUTIONARY,R EH V AH L UW SH AH N EH R IY
STEAM,S T IY M
FOREHEAD,F AO R HH EH D
SHEEP,SH IY P
CARPET,K AA R P AH T
CLOTH,K L AO TH
INTERIOR,IH N T IH R IY ER
FULL-TIME,F UH L T AY M
QUESTIONNAIRE,K W EH S CH AH N EH R
DEPARTURE,D IH P AA R CH ER
BEHALF,B IH HH AE F
GRAPH,G R AE F
DIPLOMATIC,D IH P L AH M AE T IH K
THIEF,TH IY F
SUBSIDY,S AH B S IH D IY
FOSSIL,F AA S AH L
PATROL,P AH T R OW L
PULSE,P AH L S
CATTLE,K AE T AH L
SCREENING,S K R IY N IH NG
CONTINUING,K AH N T IH N Y UW IH NG
ELECTORAL,IH L EH K T ER AH L
SUPPOSEDLY,S AH P OW Z AH D L IY
DIGNITY,D IH G N AH T IY
PROPHET,P R AA F AH T
COMMENTARY,K AA M AH N T EH R IY
SERVING,S ER V IH NG
SAFELY,S EY F L IY
HOMEWORK,HH OW M W ER K
ALLEGEDLY,AH L EH JH AH D L IY
ANDROID,AE N D R OY D
ALPHA,AE L F AH
MORTALITY,M AO R T AE L AH T IY
CONTEND,K AH N T EH N D
ELEPHANT,EH L AH F AH N T
SOLELY,S OW AH L IY
CONTINENT,K AA N T AH N AH N T
ECOSYSTEM,IY K OW S IH S T AH M
SYNDROME,S IH N D R OW M
COMING,K AH M IH NG
SOCK,S AA K
PICKUP,P IH K AH P
SHUTTLE,SH AH T AH L
IMPROVED,IH M P R UW V D
CALCULATION,K AE L K Y AH L EY SH AH N
DEMOGRAPHIC,D EH M AH G R AE F IH K
ACCOMMODATE,AH K AA M AH D EY T
JAW,JH AO
TRAGIC,T R AE JH IH K
COMPRISE,K AH M P R AY Z
FASTER,F AE S T ER
NUTRITION,N UW T R IH SH AH N
STANCE,S T AE N S
DOT,D AA T
CONTRIBUTOR,K AH N T R IH B Y AH T ER
DISK,D IH S K
HESITATE,HH EH Z AH T EY T
OFFEND,AH F EH N D
COMPEL,K AH M P EH L
LIKELIHOOD,L AY K L IY HH UH D
SIBLING,S IH B L IH NG
SOUTHEAST,S AW TH IY S T
GORGEOUS,G AO R JH AH S
UNDERTAKE,AH N D ER T EY K
RESIDENTIAL,R EH Z IH D EH N SH AH L
COUNTERPART,K AW N T ER P AA R T
BELIEVER,B IH L IY V ER
LAMP,L AE M P
INMATE,IH N M EY T
THOROUGHLY,TH ER OW L IY
FREAK,F R IY K
FILTER,F IH L T ER
PILLOW,P IH L OW
ORBIT,AO R B AH T
PURSE,P ER S
LIKEWISE,L AY K W AY Z
CEASE,S IY S
PASSING,P AE S IH NG
VANISH,V AE N IH SH
INSTRUCTIONAL,IH N S T R AH K SH AH N AH L
CLAUSE,K L AO Z
POND,P AA N D
NEUTRAL,N UW T R AH L
SHIELD,SH IY L D
POPULARITY,P AA P Y AH L EH R AH T IY
CARTOON,K AA R T UW N
AUTHORIZE,AO TH ER AY Z
COMBINED,K AH M B AY N D
GRAPHIC,G R AE F IH K
DARLING,D AA R L IH NG
VENDOR,V EH N D ER
POORLY,P UW R L IY
CONCEIVE,K AH N S IY V
OPT,AA P T
DESCEND,D IH S EH N D
FIRMLY,F ER M L IY
OPENLY,OW P AH N L IY
GATHERING,G AE DH ER IH NG
FEVER,F IY V ER
PREACH,P R IY CH
CAPITALISM,K AE P IH T AH L IH Z AH M
FORK,F AO R K
MEANTIME,M IY N T AY M
RACIST,R EY S IH S T
ILLUSION,IH L UW ZH AH N
REMOVAL,R IH M UW V AH L
ORGANISM,AO R G AH N IH Z AH M
AWAKE,AH W EY K
SCULPTURE,S K AH L P CH ER
SPARE,S P EH R
HARASSMENT,HH ER AE S M AH N T
DRUM,D R AH M
DIMINISH,D IH M IH N IH SH
HELMET,HH EH L M AH T
CERTIFICATE,S ER T IH F IH K AH T
TRIBAL,T R AY B AH L
SADLY,S AE D L IY
CART,K AA R T
SPY,S P AY
SUNLIGHT,S AH N L AY T
DELETE,D IH L IY T
ROOKIE,R UH K IY
CLARIFY,K L EH R AH F AY
HUNGER,HH AH NG G ER
PRACTITIONER,P R AE K T IH SH AH N ER
PERFORMER,P ER F AO R M ER
PROTECTIVE,P R AH T EH K T IH V
JAR,JH AA R
PROGRAMMING,P R OW G R AE M IH NG
DAWN,D AO N
SALMON,S AE M AH N
CENSUS,S EH N S AH S
ACCOMPLISHMENT,AH K AA M P L IH SH M AH N T
CONSCIENCE,K AA N SH AH N S
MINIMAL,M IH N AH M AH L
MOLECULE,M AA L AH K Y UW L
SUPPORTIVE,S AH P AO R T IH V
SOLE,S OW L
THRESHOLD,TH R EH SH OW L D
INVENTORY,IH N V AH N T AO R IY
COMPLY,K AH M P L AY
MONETARY,M AA N AH T EH R IY
SHY,SH AY
DRILL,D R IH L
INFLUENTIAL,IH N F L UW EH N SH AH L
VERBAL,V ER B AH L
RANKING,R AE NG K IH NG
GRAM,G R AE M
GRASP,G R AE S P
PUZZLE,P AH Z AH L
ENVELOPE,EH N V AH L OW P
CLASSIFY,K L AE S AH F AY
ENACT,IH N AE K T
SCATTER,S K AE T ER
CURE,K Y UH R
READILY,R EH D AH L IY
ADDICTION,AH D IH K SH AH N
WORTHY,W ER DH IY
MARKER,M AA R K ER
JUROR,JH UH R ER
BLEND,B L EH N D
PREMIUM,P R IY M IY AH M
RETAILER,R IY T EY L ER
LIVER,L IH V ER
PIRATE,P AY R AH T
PROTESTER,P R OW T EH S T ER
OUTLOOK,AW T L UH K
ELDER,EH L D ER
GALLON,G AE L AH N
ADDITIONALLY,AH D IH SH AH N AH L IY
IGNORANCE,IH G N ER AH N S
CHEMISTRY,K EH M IH S T R IY
SOMETIME,S AH M T AY M
WEED,W IY D
BABE,B EY B
FRACTION,F R AE K SH AH N
CONVERSION,K AH N V ER ZH AH N
TOLERATE,T AA L ER EY T
DROWN,D R AW N
MERIT,M EH R AH T
CITIZENSHIP,S IH T IH Z AH N SH IH P
COORDINATOR,K OW AO R D AH N EY T ER
VALIDITY,V AH L IH D IH T IY
LIGHTNING,L AY T N IH NG
TURTLE,T ER T AH L
AMBITION,AE M B IH SH AH N
WORLDWIDE,W ER L D W AY D
SAIL,S EY L
ADDED,AE D IH D
DELICATE,D EH L AH K AH T
COMIC,K AA M IH K
SOAP,S OW P
INSTRUCT,IH N S T R AH K T
USELESS,Y UW S L AH S
BOOTH,B UW TH
GASP,G AE S P
SUSPICIOUS,S AH S P IH SH AH S
TRANSIT,T R AE N Z IH T
EXCITE,IH K S AY T
PUBLISHING,P AH B L IH SH IH NG
CURIOSITY,K Y UH R IY AA S AH T IY
GRID,G R IH D
ROLLING,R OW L IH NG
DISCLOSURE,D IH S K L OW ZH ER
RIVAL,R AY V AH L
DENIAL,D IH N AY AH L
SECULAR,S EH K Y AH L ER
SPECULATION,S P EH K Y AH L EY SH AH N
SYMPATHY,S IH M P AH TH IY
TENDER,T EH N D ER
INAPPROPRIATE,IH N AH P R OW P R IY IH T
O'CLOCK,AH K L AA K
SODIUM,S OW D IY AH M
BANG,B AE NG
CHALLENGING,CH AE L AH N JH IH NG
SACK,S AE K
BARN,B AA R N
RELIABILITY,R IY L AY AH B IH L AH T IY
HORMONE,HH AO R M OW N
FOOTAGE,F UH T IH JH
CARVE,K AA R V
ALLEY,AE L IY
COASTAL,K OW S T AH L
PARTIAL,P AA R SH AH L
FLEXIBLE,F L EH K S AH B AH L
EXPERIENCED,IH K S P IH R IY AH N S T
MIXED,M IH K S T
VAMPIRE,V AE M P AY R
OPTIMISTIC,AA P T IH M IH S T IH K
DESSERT,D IH Z ER T
WELL-BEING,W EH L B IY IH NG
NORTHEAST,N AO R TH IY S T
SPECIALIZE,S P EH SH AH L AY Z
FLEET,F L IY T
COMPLIANCE,K AH M P L AY AH N S
PIN,P IH N
PORK,P AO R K
ASTRONOMER,AH S T R AA N AH M ER
INSTALLATION,IH N S T AH L EY SH AH N
BOIL,B OY L
NEST,N EH S T
EXCLUSIVELY,IH K S K L UW S IH V L IY
GOAT,G OW T
SHALLOW,SH AE L OW
EQUIP,IH K W IH P
EQUIVALENT,IH K W IH V AH L AH N T
BETRAY,B IH T R EY
WILLINGNESS,W IH L IH NG N AH S
BANKER,B AE NG K ER
INTERVAL,IH N T ER V AH L
GASOLINE,G AE S AH L IY N
BUCKET,B AH K IH T
THEFT,TH EH F T
LAUNDRY,L AO N D R IY
CONSTRAINT,K AH N S T R EY N T
DYING,D AY IH NG
HATRED,HH EY T R AH D
MIGRATION,M AY G R EY SH AH N
INVENTION,IH N V EH N SH AH N
LOVING,L AH V IH NG
REVENGE,R IY V EH N JH
UNPRECEDENTED,AH N P R EH S IH D EH N T IH D
OUTLINE,AW T L AY N
SHEER,SH IH R
HALLOWEEN,HH AE L AH W IY N
SWEETHEART,S W IY T HH AA R T
SPIT,S P IH T
LAZY,L EY Z IY
DEFENDER,D IH F EH N D ER
UNCLEAR,AH N K L IH R
PISS,P IH S
WORKOUT,W ER K AW T
WILDERNESS,W IH L D ER N AH S
COMPELLING,K AH M P EH L IH NG
BACKYARD,B AE K Y AA R D
ALIKE,AH L AY K
GUARDIAN,G AA R D IY AH N
PASSIONATE,P AE SH AH N AH T
SCRIPTURE,S K R IH P CH ER
IDEOLOGICAL,AY D IY AH L AA JH IH K AH L
THRIVE,TH R AY V
SENSITIVITY,S EH N S IH T IH V IH T IY
IGNORANT,IH G N ER AH N T
EXPLICITLY,IH K S P L IH S AH T L IY
UNFOLD,AH N F OW L D
HEADACHE,HH EH D EY K
CHOP,CH AA P
EGO,IY G OW
SPECTACULAR,S P EH K T AE K Y AH L ER
VERDICT,V ER D IH K T
ACCOUNTABILITY,AH K AW N T AH B IH L IH T IY
CIVIC,S IH V IH K
UNCOVER,AH N K AH V ER
TROPICAL,T R AA P IH K AH L
ANNUALLY,AE N Y UW AH L IY
BLAST,B L AE S T
CORRUPT,K ER AH P T
COMPASSION,K AH M P AE SH AH N
SCRATCH,S K R AE CH
VERIFY,V EH R AH F AY
OFFENDER,AH F EH N D ER
INHERIT,IH N HH EH R AH T
STRIVE,S T R AY V
CHUNK,CH AH NG K
APPRECIATION,AH P R IY SH IY EY SH AH N
CANVAS,K AE N V AH S
SHORT-TERM,SH AO R T T ER M
MAGICAL,M AE JH IH K AH L
LOYAL,L OY AH L
AAH,AA
THRONE,TH R OW N
BRUTAL,B R UW T AH L
SPITE,S P AY T
PROPAGANDA,P R AA P AH G AE N D AH
IRONY,AY R AH N IY
SODA,S OW D AH
PROJECTION,P R AA JH EH K SH AH N
DUTCH,D AH CH
PARENTAL,P ER EH N T AH L
DISABLED,D IH S EY B AH L D
COLLECTOR,K AH L EH K T ER
DISAPPOINTMENT,D IH S AH P OY N T M AH N T
HAPPILY,HH AE P AH L IY
STEEP,S T IY P
FANCY,F AE N S IY
DRAWER,D R AO R
HECK,HH EH K
ASH,AE SH
SOCIALLY,S OW SH AH L IY
COURTROOM,K AO R T R UW M
STAMP,S T AE M P
SOLO,S OW L OW
TRAINER,T R EY N ER
INDUCE,IH N D UW S
ANYTIME,EH N IY T AY M
MORALITY,M AO R AE L AH T IY
SYRIAN,S IH R IY AH N
PIPELINE,P AY P L AY N
BRIDE,B R AY D
INSTANT,IH N S T AH N T
SPARK,S P AA R K
DOORWAY,D AO R W EY
LEARNER,L ER N ER
CASINO,K AH S IY N OW
PLACEMENT,P L EY S M AH N T
CORD,K AO R D
CONCEPTION,K AH N S EH P SH AH N
FLEXIBILITY,F L EH K S AH B IH L AH T IY
THOU,DH AW
ELEGANT,EH L AH G AH N T
FLAW,F L AO
LOCKER,L AA K ER
PEEL,P IY L
PLEA,P L IY
GODDAMN,G AA D AE M
STACK,S T AE K
GOSH,G AA SH
PHILOSOPHICAL,F IH L AH S AA F IH K AH L
JUNK,JH AH NG K
BICYCLE,B AY S IH K AH L
VOCAL,V OW K AH L
CHEW,CH UW
DESTINY,D EH S T AH N IY
AMBITIOUS,AE M B IH SH AH S
UNBELIEVABLE,AH N B AH L IY V AH B AH L
HALFWAY,HH AE F W EY
JEALOUS,JH EH L AH S
SPHERE,S F IH R
INVADE,IH N V EY D
EXCESSIVE,IH K S EH S IH V
COUNTLESS,K AW N T L AH S
SUNSET,S AH N S EH T
FAITHFUL,F EY TH F AH L
FREELY,F R IY L IY
ADAPTATION,AE D AH P T EY SH AH N
RAY,R EY
DEPRESSED,D IH P R EH S T
EMPEROR,EH M P ER ER
WAGON,W AE G AH N
COLUMNIST,K AA L AH M N AH S T
JUNGLE,JH AH NG G AH L
EMBARRASSED,IH M B EH R AH S T
TRILLION,T R IH L Y AH N
BREEZE,B R IY Z
FOSTER,F AA S T ER
VENUE,V EH N Y UW
DISCOURAGE,D IH S K ER IH JH
DISTURBING,D IH S T ER B IH NG
RIOT,R AY AH T
ISOLATION,AY S AH L EY SH AH N
EXPLICIT,IH K S P L IH S AH T
COMMODITY,K AH M AA D AH T IY
ATTENDANCE,AH T EH N D AH N S
TAB,T AE B
DOUGH,D OW
STREAK,S T R IY K
SILK,S IH L K
SIMILARITY,S IH M AH L EH R AH T IY
STEAK,S T EY K
DANCING,D AE N S IH NG
PETITION,P AH T IH SH AH N
VIABLE,V AY AH B AH L
BREATHING,B R IY DH IH NG
BALLOON,B AH L UW N
CUE,K Y UW
SLEEVE,S L IY V
TOLL,T OW L
WARRANT,W AO R AH N T
STIFF,S T IH F
TATTOO,T AE T UW
CONSECUTIVE,K AH N S EH K Y AH T IH V
ACCURATELY,AE K Y ER AH T L IY
STRICTLY,S T R IH K T L IY
LEAK,L IY K
RISKY,R IH S K IY
BANANA,B AH N AE N AH
BLANK,B L AE NG K
BENEFICIAL,B EH N AH F IH SH AH L
SHRINK,SH R IH NG K
CHAT,CH AE T
RACK,R AE K
RUDE,R UW D
TESTAMENT,T EH S T AH M AH N T
BROWSER,B R AW Z ER
PROCESSOR,P R AA S EH S ER
THIGH,TH AY
PERCEIVED,P ER S IY V D
TALKING,T AO K IH NG
MERCHANT,M ER CH AH N T
QUANTUM,K W AA N T AH M
EYEBROW,AY B R AW
SURROUNDING,S ER AW N D IH NG
VOCABULARY,V OW K AE B Y AH L EH R IY
ASHAMED,AH SH EY M D
EH,EH
RADAR,R EY D AA R
STUNNING,S T AH N IH NG
MURDERER,M ER D ER ER
BURGER,B ER G ER
COLLAR,K AA L ER
ALIGN,AH L AY N
TEXTBOOK,T EH K S T B UH K
SENSATION,S EH N S EY SH AH N
AFTERWARD,AE F T ER W ER D
CHARM,CH AA R M
SUNNY,S AH N IY
HAMMER,HH AE M ER
KEYBOARD,K IY B AO R D
PERSIST,P ER S IH S T
PREDATOR,P R EH D AH T ER
