word,phonemes
FIGHTING,F AY T IH NG
STROKE,S T R OW K
WANDER,W AA N D ER
DUCK,D AH K
GRAIN,G R EY N
BEAST,B IY S T
CONCERN,K AH N S ER N
FABRIC,F AE B R IH K
CIVILIZATION,S IH V AH L IH Z EY SH AH N
WARM,W AO R M
CORRUPTION,K ER AH P SH AH N
COLLAPSE,K AH L AE P S
MA'AM,M AE M
GREATLY,G R EY T L IY
WORKSHOP,W ER K SH AA P
CD,S IY D IY
ADMIRE,AE D M AY R
EXCLUDE,IH K S K L UW D
RIFLE,R AY F AH L
CLOSET,K L AA Z AH T
CURVE,K ER V
PATCH,P AE CH
TOUCHDOWN,T AH CH D AW N
EXPERIMENTAL,IH K S P EH R IH M EH N T AH L
EARNINGS,ER N IH NG Z
HUNTER,HH AH N T ER
FLY,F L AY
TUNNEL,T AH N AH L
BEHAVE,B IH HH EY V
RENT,R EH N T
GERMAN,JH ER M AH N
MOTIVATE,M OW T AH V EY T
ATTRIBUTE,AH T R IH B Y UW T
ELDERLY,EH L D ER L IY
VIRTUAL,V ER CH UW AH L
MINIMUM,M IH N AH M AH M
WEAKNESS,W IY K N AH S
PROGRESSIVE,P R AH G R EH S IH V
DOC,D AA K
MEDIUM,M IY D IY AH M
VIRTUE,V ER CH UW
OUNCE,AW N S
COLLAPSE,K AH L AE P S
DELAY,D IH L EY
ATHLETIC,AE TH L EH T IH K
CONFUSION,K AH N F Y UW ZH AH N
LEGISLATIVE,L EH JH AH S L EY T IH V
FACILITATE,F AH S IH L AH T EY T
MIDNIGHT,M IH D N AY T
DEER,D IH R
WAY,W EY
UNDERGO,AH N D ER G OW
SWORD,S AO R D
TELESCOPE,T EH L AH S K OW P
DONATE,D OW N EY T
BLADE,B L EY D
TOE,T OW
AGRICULTURE,AE G R IH K AH L CH ER
PARK,P AA R K
ENFORCE,EH N F AO R S
FAVOR,F EY V ER
DOSE,D OW S
CONCERNING,K AH N S ER N IH NG
RATE,R EY T
PITCH,P IH CH
PRESCRIPTION,P R AH S K R IH P SH AH N
RETAIL,R IY T EY L
ADOPTION,AH D AA P SH AH N
MONTHLY,M AH N TH L IY
DEADLY,D EH D L IY
GRAVE,G R EY V
ROPE,R OW P
LABEL,L EY B AH L
TRANSACTION,T R AE N Z AE K SH AH N
LAWN,L AO N
CONSISTENTLY,K AH N S IH S T AH N T L IY
MOUNT,M AW N T
BUBBLE,B AH B AH L
BRIEFLY,B R IY F L IY
ABSORB,AH B Z AO R B
PRINCESS,P R IH N S EH S
LOG,L AO G
LAUGH,L AE F
